image,viewpoint,light,weather,indoor,construction,place
VPR/retrieval/data/images/converted_jpeg/IMG_4023.jpg,left-up,day,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_4024.jpg,right-up,day,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_4025.jpg,left-down,day,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_4026.jpg,right-down,day,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_4027.jpg,zoom,day,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_3968.jpg,forward,night,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_3969.jpg,up,night,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_3970.jpg,down,night,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_3971.jpg,left,night,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_3972.jpg,right,night,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_3973.jpg,left-up,night,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_3974.jpg,right-up,night,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_3975.jpg,left-down,night,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_3976.jpg,right-down,night,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_3977.jpg,zoom,night,sun,outdoor,none,21
VPR/retrieval/data/images/converted_jpeg/IMG_4008.jpg,forward,day,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_4009.jpg,up,day,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_4010.jpg,down,day,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_4011.jpg,left,day,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_4012.jpg,right,day,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_4013.jpg,left-up,day,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_4014.jpg,right-up,day,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_4015.jpg,left-down,day,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_4016.jpg,right-down,day,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_4017.jpg,zoom,day,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3978.jpg,forward,night,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3979.jpg,up,night,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3980.jpg,down,night,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3981.jpg,left,night,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3982.jpg,right,night,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3983.jpg,left-up,night,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3984.jpg,right-up,night,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3985.jpg,left-down,night,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3986.jpg,right-down,night,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3987.jpg,zoom,night,sun,outdoor,none,22
VPR/retrieval/data/images/converted_jpeg/IMG_3997.jpg,forward,day,sun,outdoor,none,23
VPR/retrieval/data/images/converted_jpeg/IMG_3998.jpg,up,day,sun,outdoor,none,23
VPR/retrieval/data/images/converted_jpeg/IMG_3999.jpg,down,day,sun,outdoor,none,23
VPR/retrieval/data/images/converted_jpeg/IMG_4001.jpg,left,day,sun,outdoor,none,23
VPR/retrieval/data/images/converted_jpeg/IMG_4002.jpg,right,day,sun,outdoor,none,23
VPR/retrieval/data/images/converted_jpeg/IMG_4003.jpg,left-up,day,sun,outdoor,none,23
VPR/retrieval/data/images/converted_jpeg/IMG_4004.jpg,right-up,day,sun,outdoor,none,23
VPR/retrieval/data/images/converted_jpeg/IMG_4005.jpg,left-down,day,sun,outdoor,none,23
VPR/retrieval/data/images/converted_jpeg/IMG_4006.jpg,right-down,day,sun,outdoor,none,23
VPR/retrieval/data/images/converted_jpeg/IMG_4007.jpg,zoom,day,sun,outdoor,none,23
